,year,genres,playtime_forever
30,1991,"['Strategy', 'Adventure', 'RPG', 'Simulation']",0.0
31,1992,"['Action', 'Adventure', 'Education', ""1990's"", 'Female Protagonist', 'Classic']",10.683333333333334
32,1992,"['Action', 'Adventure', 'Platformer', '2D', ""1990's"", 'Singleplayer', 'Classic', 'Retro']",19.400000000000002
33,1992,"['Action', 'Platformer', 'Classic']",1.9999999999999993
34,1992,"['Adventure', 'Education']",4.783333333333332
35,1992,"['Adventure', 'Point & Click', ""1990's"", 'Classic']",1.1833333333333331
36,1992,"['Adventure', 'Point & Click', 'Classic', 'Singleplayer', ""1990's"", 'Pixel Graphics', 'Retro', 'Third Person']",284.1166666666667
37,1992,"['Adventure', 'Point & Click', 'Family Friendly', 'Casual', 'Cold War', 'Singleplayer', 'Classic', 'Atmospheric']",42.06666666666666
38,1992,"['Adventure', 'RPG', 'Classic']",0.0
39,1992,"['RPG', 'Adventure', 'Classic', 'Medieval', 'Open World', 'Sandbox', 'Historical', 'Retro', 'Pixel Graphics', 'Singleplayer', ""1990's""]",36.06666666666667
40,1992,"['Simulation', 'Naval', 'World War II', 'Retro']",0.1833333333333333
41,1993,"['Action', ""1990's"", 'Platformer', 'Classic']",5.3999999999999995
42,1993,"['Action', ""Shoot 'Em Up"", 'Classic']",1.3833333333333329
43,1993,"['Action', 'Adventure', 'Platformer', 'Retro', 'Classic', 'Family Friendly', 'Great Soundtrack', 'Singleplayer', 'Open World', 'Difficult']",164.28333333333333
44,1993,"['Action', 'Adventure', 'Platformer', 'Retro']",152.25
45,1993,"['Action', 'FPS', 'Classic', ""1990's""]",4.283333333333333
46,1993,"['Action', 'FPS', 'Classic', 'World War II', 'Retro', 'Shooter', 'Singleplayer', ""1990's""]",55.48333333333333
47,1993,"['Action', 'Platformer', '2D', 'Classic']",11.866666666666665
48,1993,"['Action', 'Simulation', 'Star Wars', 'FMV', 'Classic', 'On-Rails Shooter']",1.05
49,1993,"['Action', 'Simulation']",0.0333333333333333
50,1993,"['Adventure', 'Action', 'Retro']",15.016666666666664
51,1993,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Puzzle', 'Hidden Object', 'Story Rich', 'Atmospheric', 'Memes']",26.166666666666668
52,1993,"['Adventure', 'Mystery', 'Point & Click', 'Classic', 'Story Rich', 'Pixel Graphics', 'Atmospheric', 'Detective', ""1990's""]",26.78333333333333
53,1993,"['Adventure', 'Point & Click', 'FMV', 'Horror', 'Puzzle', 'Classic', ""1990's"", 'Atmospheric', 'First-Person', 'Singleplayer']",52.61666666666667
54,1993,"['Adventure', 'Point & Click', 'First-Person']",0.0
55,1993,"['Adventure', 'Point & Click', 'Lovecraftian', ""1990's""]",0.0
56,1993,"['Adventure', 'Puzzle', 'Point & Click', 'Casual', 'Story Rich', 'Classic', 'First-Person', 'Singleplayer', 'FMV', 'Exploration', 'Surreal', 'Steampunk', 'Remake', 'Atmospheric']",164.03333333333333
57,1993,"['Adventure', 'Vampire', 'Cyberpunk', 'Point & Click', 'Horror', 'Classic', 'RPG']",1.9166666666666665
58,1993,"['Point & Click', 'Casual', 'Adventure', 'Family Friendly', 'Story Rich', 'Mature', 'Memes']",177.11666666666665
59,1993,"['Strategy', 'Classic', 'Turn-Based Strategy', 'Sci-fi', 'Turn-Based', 'Tactical', 'Aliens', 'Singleplayer', 'Difficult', 'Turn-Based Tactics', 'Isometric', 'Base Building', 'Simulation', 'Atmospheric', ""1990's"", 'Action', 'Retro', 'Adventure', 'Management', 'Space']",3119.0666666666666
60,1994,"['Action', ""Beat 'em up"", 'Fighting']",128.28333333333333
61,1994,"['Action', ""Shoot 'Em Up"", 'Retro', 'Shooter', 'Cult Classic', '2D', 'Bullet Hell', 'Singleplayer']",33.63333333333333
62,1994,"['Action', ""Shoot 'Em Up""]",15.483333333333333
63,1994,"['Action', 'Adventure', 'Platformer', ""1990's""]",4.416666666666666
64,1994,"['Action', 'Adventure', 'Retro']",2.683333333333333
65,1994,"['Action', 'FPS', 'Classic', ""1990's""]",11.866666666666665
66,1994,"['Action', 'Platformer']",12.35
67,1994,"['Action', 'Star Wars', 'Space Sim', 'Singleplayer', 'Space', 'Simulation']",65.05
68,1994,"['Action', 'Star Wars', 'Space', 'Singleplayer', 'Space Sim', 'Simulation']",47.53333333333333
69,1994,"['Adventure', 'Action', 'RPG', 'Retro', 'Cult Classic', ""1990's""]",17.716666666666665
70,1994,"['Adventure', 'Casual', 'Point & Click', 'Singleplayer', 'Classic']",10.1
71,1994,"['Adventure', 'FMV', 'Noir', 'Detective', 'Point & Click', 'Classic', 'Sci-fi', 'Comedy', 'Mystery', 'Cult Classic', ""1990's"", 'Cyberpunk', 'First-Person', 'Exploration', 'Post-apocalyptic', 'Dystopian', 'Atmospheric', 'Puzzle']",12.7
72,1994,"['Adventure', 'FMV', 'Point & Click', ""1990's""]",28.28333333333333
73,1994,"['Adventure', 'Point & Click', 'Classic', 'Fantasy', 'Pixel Graphics', ""1990's""]",0.1666666666666666
74,1994,"['Casual', 'Family Friendly', 'Point & Click', 'Education', 'Difficult', 'Memes']",590.05
75,1994,"['Classic', 'FPS', 'Action', ""1990's"", 'Shooter', 'Moddable', 'Demons', 'Sci-fi', 'Retro', 'Violent', 'First-Person', 'Multiplayer', 'Gore', 'Singleplayer', 'Zombies', 'Great Soundtrack', 'Pixel Graphics', 'Horror', 'Online Co-Op', '2.5D']",1112.7
76,1994,"['FPS', 'Classic', 'Action', 'World War II', 'Singleplayer', 'Retro', 'First-Person', ""1990's"", 'Shooter', 'Moddable', 'Pixel Graphics', '2.5D']",543.9333333333333
77,1994,"['Point & Click', 'Adventure', 'Family Friendly', 'Casual', 'Education', 'Great Soundtrack', 'Simulation', 'Competitive', 'Singleplayer', 'Illuminati']",166.1
78,1994,"['Racing', 'Action', 'Classic']",4.8166666666666655
79,1994,"['Simulation', 'Adventure', 'Turn-Based Strategy', 'Classic', 'Strategy', 'Retro', '4X', 'Pixel Graphics']",22.666666666666664
80,1994,"['Simulation', 'Flight', 'Classic', 'Retro']",0.55
81,1994,"['Simulation', 'Retro', 'Flight']",66.66666666666667
82,1994,"['Simulation', 'Strategy', 'World War II']",1.5666666666666667
83,1994,"['Strategy', 'Classic']",0.7666666666666665
84,1994,"['Strategy', 'RPG', 'Action', 'Classic', 'Turn-Based', 'Turn-Based Strategy', 'Tactical', 'Turn-Based Tactics', 'Retro', 'Singleplayer', 'Tactical RPG']",17.15
85,1995,"['Action', ""1990's"", 'Shooter', '6DOF', 'Classic', 'Singleplayer']",6.133333333333333
86,1995,"['Action', 'Adventure', 'Platformer']",1.8999999999999997
87,1995,"['Action', 'FPS', 'Classic', 'Fantasy', 'Dark Fantasy', 'Retro', 'Class-Based', ""1990's"", 'Singleplayer', 'Shooter', 'RPG']",86.19999999999999
88,1995,"['Action', 'FPS', 'Classic', 'Shooter', 'First-Person', 'Retro', 'Sci-fi', 'Singleplayer', ""1990's"", 'Gore', 'Zombies', 'Demons', 'Moddable', 'Great Soundtrack', 'Horror', 'Difficult']",134.66666666666666
89,1995,"['Action', 'Fighting']",3.066666666666667
90,1995,"['Adventure', 'FMV', 'Horror', 'Female Protagonist', 'Point & Click', 'Gore', ""1990's""]",12.383333333333333
91,1995,"['Adventure', 'FMV', 'Mystery', 'Point & Click', 'Story Rich', 'Classic', ""1990's"", 'Atmospheric', 'Werewolves']",0.0
92,1995,"['Adventure', 'Point & Click', 'FMV', 'Horror', 'Puzzle', 'First-Person', ""1990's"", 'Exploration', 'Classic', 'Singleplayer']",13.35
93,1995,"['Adventure', 'Point & Click', 'Lovecraftian', 'Classic', ""1990's""]",0.0
94,1995,"['Adventure', 'Point & Click', 'Sci-fi', 'Classic', 'Space', 'Great Soundtrack', 'Pixel Graphics', 'Atmospheric', 'Story Rich', 'Singleplayer', ""1990's"", 'Third Person', 'Aliens', 'Retro']",139.46666666666667
95,1995,"['Casual', 'Education', 'Family Friendly']",2.9499999999999997
96,1995,"['Casual', 'Family Friendly', 'Education', 'Psychological Horror']",3.4666666666666663
97,1995,"['Casual', 'Indie', 'Comedy']",52.95
98,1995,"['Classic', 'Action', '6DOF', 'Shooter', 'FPS', 'Space', 'Retro', ""1990's"", 'Sci-fi', 'First-Person', 'Flight', 'Co-op', 'Difficult', 'Singleplayer', 'Pixel Graphics', 'Adventure']",50.2
99,1995,"['Classic', 'FPS', 'Action', ""1990's"", 'Great Soundtrack', 'Demons', 'Moddable', 'Singleplayer', 'Sci-fi', 'Retro', 'Shooter', 'Gore', 'First-Person', 'Fast-Paced', 'Violent', 'Multiplayer', '2.5D', 'Difficult', 'Horror', 'Zombies']",1302.55
100,1995,"['FPS', 'Action', 'Classic', 'Family Friendly', 'Singleplayer', 'Retro', 'Education', 'Difficult', 'Cult Classic', 'Pixel Graphics', 'Shooter', 'First-Person', 'Alternate History', 'Cold War', 'Sexual Content', 'Funny', 'Fantasy', 'Perma Death', 'Cute']",380.4
101,1995,"['FPS', 'Star Wars', 'Action', 'Classic', 'Sci-fi', 'Shooter', 'Retro', 'First-Person', 'Singleplayer', 'Adventure', ""1990's"", 'Pixel Graphics']",1144.7666666666667
102,1995,"['Racing', 'Action', 'Sports', 'Retro']",520.3333333333334
103,1995,"['Simulation', 'Strategy', 'Management', 'Capitalism', 'Economy']",16.333333333333336
104,1995,"['Strategy', 'Classic', 'Sci-fi', 'Turn-Based', 'Turn-Based Strategy', 'Tactical', 'Aliens', 'Difficult', 'Underwater', 'Turn-Based Tactics', 'Lovecraftian', 'Isometric', 'Management', 'Singleplayer', 'Base Building', 'Horror']",830.65
105,1995,"['Strategy', 'Multiplayer', 'Action', '2D', 'Classic', 'Turn-Based Strategy', 'Singleplayer', 'Arcade', 'Turn-Based', 'Retro']",71.98333333333332
106,1995,"['Strategy', 'World War II']",1.8499999999999999
107,1996,"['Action', 'Classic', 'FPS', 'Shooter', 'Fantasy']",11.133333333333331
108,1996,"['Action', 'FPS', 'Classic', 'First-Person', ""1990's"", 'Shooter', 'Retro']",13.850000000000001
109,1996,"['Action', 'Free to Play', ""Shoot 'Em Up""]",2.1166666666666663
110,1996,"['Action', 'Horror', 'FMV', 'First-Person', 'Adventure', 'FPS', 'Retro', 'Point & Click', 'Classic', 'Singleplayer', ""1990's"", 'Shooter']",48.61666666666666
111,1996,"['Action', 'RPG', 'FPS', 'Classic', 'Retro', ""1990's"", 'Sci-fi', 'Shooter', 'First-Person', 'Singleplayer', 'Multiplayer', 'Action RPG']",305.5833333333333
112,1996,"['Adventure', 'Action', 'Classic', 'Platformer', '2D']",21.633333333333333
113,1996,"['Adventure', 'Action', 'Retro', 'Point & Click', ""1990's""]",472.01666666666665
114,1996,"['Adventure', 'Casual', 'Family Friendly', 'Point & Click', 'Story Rich', 'Survival Horror']",161.9333333333333
115,1996,"['Adventure', 'FMV', 'Detective', 'Noir', 'Classic', 'Point & Click', 'Cyberpunk', 'Dystopian', 'Mystery', ""1990's"", 'Multiple Endings', 'Cult Classic', 'Choices Matter', 'Comedy', 'Post-apocalyptic', 'First-Person', 'Sci-fi', 'Cinematic', 'Story Rich', 'Exploration']",0.0333333333333332
116,1996,"['Adventure', 'FMV', 'Horror', 'Psychological Horror', 'Point & Click', ""1990's""]",11.933333333333334
117,1996,"['Adventure', 'Puzzle', ""1990's""]",6.383333333333334
118,1996,"['Casual', 'Adventure', 'Family Friendly', 'Point & Click', 'Survival Horror']",7.866666666666666
119,1996,"['Casual', 'Adventure', 'Family Friendly', 'Point & Click']",6.083333333333333
120,1996,"['Casual', 'Adventure', 'Family Friendly', 'Puzzle', 'Psychological Horror']",36.35
121,1996,"['Casual', 'Adventure', 'Family Friendly']",9.966666666666667
122,1996,"['Casual', 'Indie', 'Comedy']",7.549999999999999
123,1996,"['FPS', 'Action', 'Classic', 'Retro', 'Shooter', 'Singleplayer', 'First-Person', ""1990's"", 'Moddable', 'Sci-fi', 'Difficult', 'Multiplayer', 'Great Soundtrack', 'Zombies', 'Demons', 'Gore', 'Horror', 'Online Co-Op', 'Atmospheric']",260.76666666666665
124,1996,"['Horror', 'Adventure', 'FMV', 'Point & Click', 'Gore', 'Classic', 'Dark Humor', 'Cult Classic', 'Violent', 'Satire', ""1990's"", 'Singleplayer', 'Retro', 'Story Rich', 'Nudity']",235.53333333333333
125,1996,"['Indie', 'Casual']",1.95
126,1996,"['Platformer', 'Classic']",56.13333333333333
127,1996,"['Point & Click', 'Adventure', 'Casual', 'Family Friendly', 'Puzzle', 'Singleplayer', ""1990's"", 'Memes', 'Great Soundtrack']",280.15
128,1996,"['Point & Click', 'Adventure', 'Horror', 'Based On A Novel', 'Classic', 'Dark', 'Post-apocalyptic', 'Surreal', 'Retro', 'Cyberpunk', 'Sci-fi', 'Psychological Horror', 'Story Rich', 'Singleplayer', 'Cult Classic', 'Atmospheric', 'Mature', ""1990's"", 'Drama', '2D']",517.6166666666667
129,1996,"['Racing', 'Classic']",20.03333333333333
130,1996,"['Simulation', 'Action', 'FMV', 'Mechs', 'Classic', 'FPS']",31.966666666666665
131,1996,"['Strategy', 'RPG', 'Turn-Based', 'Medieval', 'Classic']",119.5
132,1996,"['Strategy', 'Sci-fi', 'Space', 'Classic', '4X', 'Turn-Based']",2.0833333333333335
133,1996,"['Strategy', 'Sci-fi', 'Turn-Based']",0.0166666666666666
134,1996,"['Strategy', 'Space', '4X', 'Sci-fi', 'Turn-Based', 'Classic', 'Turn-Based Strategy']",21.216666666666665
135,1997,"['Action', 'Classic', 'Dark Humor', 'Violent', 'Indie', 'Shooter', 'Gore', 'Singleplayer', 'Isometric', 'Horror', 'Dark', 'Villain Protagonist', 'Difficult', ""1990's"", 'Top-Down Shooter', 'Psychological Horror', 'Mature', 'Comedy', 'Atmospheric', 'Open World']",889.6166666666667
136,1997,"['Action', 'Classic', 'Third-Person Shooter', 'Singleplayer']",5.366666666666666
137,1997,"['Action', 'FPS', 'Adventure', 'Dinosaurs', 'Classic', 'Retro', 'Shooter', 'Singleplayer', 'First-Person', ""1990's"", 'Atmospheric', 'Multiplayer', '3D Platformer', 'Fantasy']",166.05
138,1997,"['Action', 'FPS', 'Classic', 'Shooter', 'First-Person', 'Horror']",157.48333333333332
139,1997,"['Action', 'FPS', 'Classic']",2.516666666666666
140,1997,"['Action', 'Star Wars', 'FPS', 'Sci-fi', 'Classic', 'Third Person', 'Singleplayer', 'Multiplayer', 'Shooter', 'First-Person', 'Space', 'FMV', 'Great Soundtrack', 'Adventure', 'Retro']",1158.2166666666667
141,1997,"['Action', 'Star Wars', 'Space', 'Space Sim', 'Multiplayer', 'Simulation', 'Flight', 'Sci-fi']",83.0
142,1997,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Classic', 'Story Rich', 'Time Travel', 'Zombies', 'FPS', 'Cold War']",25.349999999999998
143,1997,"['Adventure', 'Casual', 'Point & Click']",0.1333333333333333
144,1997,"['Adventure', 'Point & Click', 'Casual', 'Family Friendly', 'Comedy', 'Singleplayer', ""1990's""]",202.65
145,1997,"['Adventure', 'Point & Click', 'Classic', 'Mystery', 'Singleplayer', 'Puzzle', 'Conspiracy', ""1990's"", 'Third Person', 'Retro', '2D']",228.28333333333333
146,1997,"['Adventure', 'Point & Click', 'Mystery', 'Classic', 'Real-Time', 'Noir', 'Story Rich', 'Historical', 'World War I', ""1990's""]",90.8
147,1997,"['Adventure', 'Puzzle', 'Point & Click', 'Classic', 'Exploration', 'Story Rich', 'Difficult', 'First-Person', 'Casual', 'Atmospheric', 'FMV', 'Steampunk', ""1990's""]",278.81666666666666
148,1997,"['Casual', 'Indie', 'Comedy']",35.3
149,1997,"['FPS', 'Action', 'Classic', 'Sci-fi', 'Shooter', 'Great Soundtrack', ""1990's"", 'Singleplayer', 'Multiplayer', 'Gore', 'First-Person', 'Moddable', 'Fast-Paced', 'Retro', 'Co-op', 'Atmospheric', 'Arena Shooter', 'Horror', 'Aliens']",1127.1333333333332
150,1997,"['FPS', 'Classic', 'Action', 'Shooter', 'Comedy', 'Retro', 'Ninja', 'Singleplayer', 'Gore', 'First-Person', 'Nudity', 'Funny', 'Remake', ""1990's"", 'Adventure', 'Dark Humor', 'Violent', 'Difficult']",2291.866666666667
151,1997,"['Platformer', 'Adventure', 'Classic', 'Puzzle', '2D', 'Singleplayer', 'Cult Classic', 'Dark', 'Funny', 'Comedy', 'Retro', 'Cinematic', 'Atmospheric', 'Difficult', 'Puzzle-Platformer', 'Action', 'Fantasy']",4482.25
152,1997,"['RPG', 'Post-apocalyptic', 'Classic', 'Open World', 'Turn-Based', 'Isometric', 'Sci-fi', 'Singleplayer', 'Turn-Based Combat', 'Multiple Endings', 'Atmospheric', 'Retro', 'Adventure', ""1990's"", '2D', 'Difficult', 'Exploration', 'CRPG', 'Tactical', 'Sandbox']",6089.45
153,1997,"['RPG', 'Strategy', 'Turn-Based', 'Classic', 'Fantasy']",23.15
154,1997,"['Racing', 'Action', 'Classic', 'Indie', 'Gore', ""1990's"", 'Multiplayer', 'Singleplayer']",155.31666666666666
155,1997,"['Strategy', 'Action', 'Adventure', 'RTS']",13.983333333333333
156,1997,"['Strategy', 'Classic', 'RTS', 'Great Soundtrack', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Robots', 'Atmospheric', 'Retro', ""1990's"", 'Co-op', 'Action']",928.3333333333334
157,1997,"['Strategy', 'Retro', 'Space', 'Classic', 'Wargame']",6.683333333333334
158,1997,"['Strategy', 'Sci-fi', 'Tactical', 'Turn-Based', 'Aliens', 'Real-Time with Pause', 'Classic', 'Turn-Based Strategy', 'Isometric', 'Singleplayer', 'Cyberpunk', 'Post-apocalyptic']",1161.3666666666666
159,1997,"['Strategy', 'Simulation', 'Naval']",116.3
160,1998,"['Action', 'Adventure', 'FPS', 'Gore', 'Classic', 'Horror', 'Shooter', ""1990's""]",53.949999999999996
161,1998,"['Action', 'Adventure']",30.733333333333334
162,1998,"['Action', 'Classic', 'Open World', 'Singleplayer', '2D', 'Adventure', 'Top-Down', ""1990's""]",249.83333333333334
163,1998,"['Action', 'FPS', 'Classic', 'Fantasy', 'Gothic', 'First-Person', 'Dark Fantasy', 'Shooter', 'Singleplayer', 'Retro', ""1990's"", 'RPG']",223.66666666666666
164,1998,"['Action', 'FPS', 'Classic', 'Military']",25.666666666666668
165,1998,"['Action', 'FPS', 'Classic', 'Retro', 'War', 'Shooter', ""1990's""]",4.2333333333333325
166,1998,"['Action', 'FPS', 'Classic', 'Shooter']",24.199999999999996
167,1998,"['Action', 'FPS', 'Classic']",0.4833333333333333
168,1998,"['Action', 'FPS', 'Shooter', 'Classic']",19.949999999999996
169,1998,"['Action', 'Star Wars', 'Sci-fi', 'FPS', 'Shooter', 'Singleplayer', 'Third Person', 'Classic', 'Female Protagonist', 'First-Person', 'Multiplayer', 'Adventure', 'Retro']",413.25
170,1998,"['Adventure', 'Casual', 'Family Friendly', 'Point & Click']",2.0833333333333326
171,1998,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Difficult', 'Psychological Horror']",91.61666666666666
172,1998,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Nudity', 'Psychological Horror']",13.85
173,1998,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Psychological Horror']",30.0
174,1998,"['Adventure', 'FMV', 'Detective', 'Noir', 'Classic', 'Point & Click', ""1990's"", 'Dystopian', 'Cyberpunk', 'Post-apocalyptic', 'First-Person', 'Sci-fi']",0.0166666666666666
175,1998,"['Adventure', 'Platformer', '2D', 'Puzzle', 'Classic', 'Singleplayer', 'Cult Classic', 'Comedy', 'Funny', 'Dark', 'Retro', 'Action', ""1990's"", 'Puzzle-Platformer', 'Stealth']",2567.633333333333
176,1998,"['Adventure', 'Point & Click', 'Horror', 'Classic', 'Retro', 'Atmospheric', 'Psychological Horror', 'Story Rich', 'Isometric', ""1990's"", 'Dark', 'Surreal']",21.78333333333333
177,1998,"['Casual', 'Family Friendly', 'Adventure', 'Point & Click']",0.6333333333333332
178,1998,"['Casual', 'Indie', 'Comedy', 'Funny']",66.71666666666667
179,1998,"['Casual', 'Indie']",13.133333333333331
180,1998,"['Classic', 'FPS', 'Action', 'Great Soundtrack', 'Sci-fi', 'Atmospheric', 'First-Person', 'Shooter', 'Singleplayer', 'Multiplayer', ""1990's"", 'Female Protagonist', 'Adventure', 'Fast-Paced', 'Co-op', 'Nudity', 'Horror']",403.0833333333333
181,1998,"['Classic', 'FPS', 'Action', 'Horror', 'Gore', 'Shooter', 'Adventure', ""1990's"", 'Retro', 'Dark', 'Zombies', 'Singleplayer', 'Atmospheric', 'Difficult', 'First-Person']",198.48333333333332
182,1998,"['FPS', 'Classic', 'Action', 'Sci-fi', 'Singleplayer', 'Shooter', 'Aliens', 'First-Person', 'Multiplayer', ""1990's"", 'Story Rich', 'Adventure', 'Atmospheric', 'Silent Protagonist', 'Great Soundtrack', 'Moddable', 'Linear', 'Retro', 'Difficult', 'Funny']",44714.2
183,1998,"['RPG', 'Post-apocalyptic', 'Classic', 'Open World', 'Isometric', 'Turn-Based', 'Turn-Based Combat', 'Singleplayer', 'Sci-fi', 'Atmospheric', 'Story Rich', 'Great Soundtrack', 'Retro', 'Exploration', 'Adventure', 'Replay Value', 'Dark Humor', 'Sandbox', '2D', 'CRPG']",6382.733333333334
184,1998,"['Racing', 'Action', 'Indie', 'Gore', 'Classic', ""1990's"", 'Great Soundtrack']",243.21666666666667
185,1998,"['Racing', 'Adventure', 'Action', 'Indie', 'Atmospheric', 'Classic', 'Open World', 'Psychedelic', 'RPG', 'Top-Down', 'Sandbox', 'Sci-fi', 'Voxel', 'Retro']",8.883333333333333
186,1998,['Racing'],0.0833333333333333
187,1998,"['Simulation', 'Action', 'Star Wars', 'Flight', 'Classic', 'Sci-fi', 'Singleplayer']",130.46666666666667
188,1998,"['Simulation', 'Flight', 'Military']",6.416666666666666
189,1998,"['Simulation', 'Flight']",43.71666666666666
190,1998,"['Simulation', 'Management', 'Retro', 'Economy']",22.55
191,1998,"['Stealth', 'Classic', 'First-Person', 'Atmospheric', 'Steampunk', 'Action', 'Horror', 'Fantasy', 'Singleplayer', 'Adventure', 'Cult Classic', 'Medieval', 'Dark Fantasy', 'Dark', 'Story Rich', 'Exploration', ""1990's"", 'Moddable', 'FPS', 'Zombies']",1634.5666666666666
192,1998,"['Strategy', 'Action', 'Stealth', 'Tactical', 'World War II', 'RTS', 'Classic', 'Difficult', 'Isometric', 'Military', 'Co-op', 'Real Time Tactics', ""1990's""]",538.6833333333333
193,1998,"['Strategy', 'Indie']",0.6833333333333333
194,1998,"['Strategy', 'Management', 'Trains', 'Simulation', 'Singleplayer', 'Classic', 'Economy']",13.716666666666665
195,1998,"['Strategy', 'RTS']",0.1833333333333333
196,1998,"['Strategy', 'Sci-fi', 'Space', 'Flight', 'Space Sim', 'Singleplayer']",147.45
197,1998,"['Strategy', 'Star Wars', 'Classic', 'Grand Strategy']",271.73333333333335
198,1998,['Strategy'],2.3
199,1999,"['Action', 'Classic', 'Open World', 'Singleplayer', 'Shooter', 'Free to Play', '2D', 'Crime', 'Adventure', 'Violent', 'Gore']",142.0
200,1999,"['Action', 'FPS', 'Multiplayer', 'Classic', 'Shooter', 'Class-Based', 'Team-Based', 'First-Person', ""1990's"", 'Co-op', 'Competitive', 'Fast-Paced', 'Online Co-Op', 'Remake', 'Retro', 'Mod', 'Funny', 'Adventure', 'Story Rich', 'Casual']",16028.366666666667
201,1999,"['Action', 'FPS', 'Singleplayer', 'Crime', 'Classic', 'Gore', 'Multiplayer', 'First-Person', 'Violent', 'Shooter', ""1990's""]",158.73333333333335
202,1999,"['Action', 'FPS', 'World War II', 'Retro']",1.3833333333333333
203,1999,"['Action', 'FPS']",11.716666666666665
204,1999,"['Action', 'Female Protagonist', 'Classic', 'Third Person', 'Open World']",20.3
205,1999,"['Action', 'Horror', 'Cult Classic', 'Singleplayer', 'Adventure', 'Third Person', 'Classic', 'Atmospheric', 'Great Soundtrack', 'Dark', ""1990's"", 'Metroidvania', 'Supernatural']",162.96666666666667
206,1999,"['Action', 'Racing', 'FPS', 'Classic']",0.5333333333333331
207,1999,"['Action', 'Star Wars', 'Space', 'Space Sim', 'Multiplayer', 'Singleplayer', 'Simulation', 'Sci-fi', 'Classic']",76.65
